breed,replicate_num,anon_id,gender,oi,ir,agr
Doberman Pinscher,28,DP0517,M,0.165,0.1039,0.003661
Doberman Pinscher,28,DP0520,F,0.1623,-0.0505,0.025737
Doberman Pinscher,28,DP0529,F,0.2156,-0.2252,0.08614
Doberman Pinscher,28,DP0538,M,0.2629,-0.1893,-0.041104
Doberman Pinscher,28,DP0539,M,0.2304,-0.1493,0.033792
Doberman Pinscher,28,DP0542,M,0.1596,-0.0475,0.012721
Doberman Pinscher,28,DP0549,F,0.1097,-0.0648,0.12517
Doberman Pinscher,28,DP0552,M,0.2118,0.0395,0.026889
Doberman Pinscher,28,DP0556,F,0.223,0.0154,-0.002905
Doberman Pinscher,28,DP0566,F,0.2529,-0.0363,-0.065708
Doberman Pinscher,28,DP0572,M,0.2304,0.3513,-0.161993
Doberman Pinscher,28,DP0573,F,0.2764,-0.1354,0.006427
Doberman Pinscher,28,DP0581,M,0.1848,0.1169,0.001549
Doberman Pinscher,28,DP0584,F,0.2958,-0.1382,-0.012
Doberman Pinscher,28,DP0593,F,0.2909,0.0759,-0.107571
Doberman Pinscher,28,DP0601,F,0.3553,0.2967,-0.267697
Doberman Pinscher,28,DP0602,F,0.2054,0.1553,-0.057578
Doberman Pinscher,28,DP0610,F,0.1705,0.0585,0.001191
Doberman Pinscher,28,DP0611,M,0.1483,-0.0747,0.034326
Doberman Pinscher,28,DP0612,F,0.1623,-0.0313,0.041904
Doberman Pinscher,28,DP0617,F,0.2629,0.089,-0.112031
Doberman Pinscher,28,DP0626,M,0.2304,-0.1613,0.021101
Doberman Pinscher,28,DP0633,F,0.1697,0.3128,-0.079892
Doberman Pinscher,28,DP0635,M,0.1275,0.2182,0.010468
Doberman Pinscher,28,DP0636,M,0.1788,0.0284,-0.011774
Doberman Pinscher,28,DP0638,F,0.1848,0.0556,0.032747
Doberman Pinscher,28,DP0650,M,0.1296,0.0466,0.074968
Doberman Pinscher,28,DP0654,F,0.1254,0.3007,-0.042154
Doberman Pinscher,28,DP0655,M,0.1483,0.0615,0.025372
Doberman Pinscher,28,DP0656,M,0.2529,0.2294,-0.14177
Doberman Pinscher,28,DP0657,F,0.2341,-0.1607,-0.016384
Doberman Pinscher,28,DP0659,F,0.1879,-0.1655,0.070942
Doberman Pinscher,28,DP0661,M,0.1459,0.2792,-0.026265
Doberman Pinscher,28,DP0672,F,0.1623,-0.0734,0.058024
Doberman Pinscher,28,DP0675,F,0.2325,-0.2377,0.058641
Doberman Pinscher,28,DP0676,M,0.3259,-0.3391,0.005447
Doberman Pinscher,28,DP0677,M,0.1987,0.1338,-0.053656
Doberman Pinscher,28,DP0680,F,0.1411,-0.0261,0.074274
Doberman Pinscher,28,DP0683,F,0.1483,-0.0411,0.077382
Doberman Pinscher,28,DP0686,M,0.4318,-0.1107,-0.167833
Doberman Pinscher,28,DP0690,F,0.165,-0.0376,0.061245
Doberman Pinscher,28,DP0691,F,0.202,-0.0255,-0.012564
Doberman Pinscher,28,DP0701,F,0.2488,-0.2676,0.025389
Doberman Pinscher,28,DP0717,M,0.1296,0.0788,0.035727
Doberman Pinscher,28,DP0728,F,0.1758,-0.0314,0.017092
Doberman Pinscher,28,DP0729,M,0.2088,-0.0561,0.032182
Doberman Pinscher,28,DP0731,M,0.2054,0.1944,-0.03743
Doberman Pinscher,28,DP0736,M,0.2304,-0.0364,-0.084893
Doberman Pinscher,28,DP0738,F,0.2193,-0.0443,-0.027587
Doberman Pinscher,28,DP0739,F,0.3295,-0.0372,-0.083586
Doberman Pinscher,28,DP0740,M,0.2611,-0.1145,6.9e-05
Doberman Pinscher,28,DP0742,F,0.2407,0.1359,-0.06873
Doberman Pinscher,28,DP0745,F,0.2585,0.0791,-0.117714
Doberman Pinscher,28,DP0750,M,0.2529,0.1759,-0.142087
Doberman Pinscher,28,DP0752,F,0.3409,-0.08,-0.115011
Doberman Pinscher,28,DP0753,M,0.1411,0.1719,-0.002433
Doberman Pinscher,28,DP0765,M,0.254,-0.1723,-0.026264
Doberman Pinscher,28,DP0767,M,0.1435,0.0506,0.028864
Doberman Pinscher,28,DP0773,F,0.1596,0.0048,0.031931
Doberman Pinscher,28,DP0781,M,0.202,0.0945,-0.05535
Doberman Pinscher,28,DP0783,M,0.2267,0.1374,-0.092971
Doberman Pinscher,28,DP0786,F,0.1758,0.1825,-0.025272
Doberman Pinscher,28,DP0787,F,0.1115,0.1508,0.020696
Doberman Pinscher,28,DP0799,M,0.2121,-0.013,0.006494
Doberman Pinscher,28,DP0801,M,0.1507,0.2888,-0.098554
Doberman Pinscher,28,DP0803,M,0.3466,0.1358,-0.176814
Doberman Pinscher,28,DP0804,M,0.254,-0.0793,-0.015641
Doberman Pinscher,28,DP0813,F,0.1848,0.0883,-0.047993
Doberman Pinscher,28,DP0819,F,0.2156,-0.0369,-0.03608
Doberman Pinscher,28,DP0820,F,0.1483,0.4257,-0.121963
Doberman Pinscher,28,DP0832,M,0.165,0.2324,-0.011274
Doberman Pinscher,28,DP0834,F,0.1848,0.253,-0.080195
Doberman Pinscher,28,DP0835,F,0.2488,-0.0206,-0.054397
Doberman Pinscher,28,DP0841,F,0.2366,-0.0694,-0.029688
Doberman Pinscher,28,DP0842,M,0.1879,-0.0277,0.006429
Doberman Pinscher,28,DP0848,M,0.2861,0.1159,-0.112344
Doberman Pinscher,28,DP0851,F,0.1953,0.001,0.004544
Doberman Pinscher,28,DP0855,M,0.1411,0.1187,0.084023
Doberman Pinscher,28,DP0859,F,0.1459,-0.031,0.061512
Doberman Pinscher,29,DP0009,F,0.165,-0.027,0.049806
Doberman Pinscher,29,DP0021,M,0.2267,0.048,-0.08159
Doberman Pinscher,29,DP0022,M,0.1759,0.1085,-0.075106
Doberman Pinscher,29,DP0027,M,0.1435,0.1081,0.019855
Doberman Pinscher,29,DP0030,M,0.2488,-0.2058,-0.026792
Doberman Pinscher,29,DP0035,F,0.3006,0.0318,-0.100836
Doberman Pinscher,29,DP0037,F,0.2054,0.2063,-0.049619
Doberman Pinscher,29,DP0038,M,0.1788,0.2665,-0.08639
Doberman Pinscher,29,DP0040,F,0.2763,0.033,-0.052234
Doberman Pinscher,29,DP0047,F,0.1879,0.112,-0.069937
Doberman Pinscher,29,DP0049,M,0.2118,-0.0013,-0.03307
Doberman Pinscher,29,DP0055,F,0.2891,0.2149,-0.185578
Doberman Pinscher,29,DP0058,M,0.1848,0.1771,-0.063878
Doberman Pinscher,29,DP0061,M,0.2488,-0.1932,-0.035264
Doberman Pinscher,29,DP0074,M,0.4782,-0.1127,-0.224914
Doberman Pinscher,29,DP0078,F,0.3239,0.4213,-0.201045
Doberman Pinscher,29,DP0081,F,0.1909,-0.0654,0.031029
Doberman Pinscher,29,DP0082,M,0.1788,0.039,0.006815
Doberman Pinscher,29,DP0086,F,0.1296,0.2136,-0.039412
Doberman Pinscher,29,DP0088,M,0.1909,-0.1691,0.037132
Doberman Pinscher,29,DP0091,M,0.1879,-0.09,0.020582
Doberman Pinscher,29,DP0094,F,0.1848,-0.1028,0.048801
Doberman Pinscher,29,DP0095,F,0.2407,-0.0825,0.011905
Doberman Pinscher,29,DP0096,F,0.1758,0.1833,-0.06599
Doberman Pinscher,29,DP0100,M,0.2812,-0.2896,0.068926
Doberman Pinscher,29,DP0105,M,0.1818,0.364,-0.076601
Doberman Pinscher,29,DP0108,F,0.2193,0.2171,-0.122762
Doberman Pinscher,29,DP0110,F,0.1879,-0.0291,-0.010829
Doberman Pinscher,29,DP0112,F,0.2193,-0.1341,0.038567
Doberman Pinscher,29,DP0116,F,0.202,-0.0261,-0.031311
Doberman Pinscher,29,DP0118,F,0.1677,0.1791,-0.052263
Doberman Pinscher,29,DP0121,F,0.3246,-0.0153,-0.132169
Doberman Pinscher,29,DP0126,M,0.1705,0.0432,0.028061
Doberman Pinscher,29,DP0131,F,0.4848,0.1561,-0.305051
Doberman Pinscher,29,DP0134,F,0.1818,-0.0421,0.021382
Doberman Pinscher,29,DP0135,M,0.1705,-0.0424,0.040172
Doberman Pinscher,29,DP0141,F,0.1623,0.0166,0.002676
Doberman Pinscher,29,DP0144,M,0.2861,0.1991,-0.114353
Doberman Pinscher,29,DP0146,M,0.2407,0.2204,-0.126666
Doberman Pinscher,29,DP0156,F,0.2909,-0.0219,-0.122047
Doberman Pinscher,29,DP0163,M,0.1879,0.0739,-0.036347
Doberman Pinscher,29,DP0168,M,0.2909,-0.0317,-0.111621
Doberman Pinscher,29,DP0174,F,0.1939,0.0052,-0.001427
Doberman Pinscher,29,DP0177,M,0.1818,0.0646,-0.060888
Doberman Pinscher,29,DP0178,F,0.1623,0.0734,0.010907
Doberman Pinscher,29,DP0183,F,0.2958,0.1071,-0.07081
Doberman Pinscher,29,DP0189,F,0.2341,0.0715,-0.161576
Doberman Pinscher,29,DP0190,M,0.2407,-0.0791,-0.026108
Doberman Pinscher,29,DP0191,M,0.2054,0.0865,-0.012555
Doberman Pinscher,29,DP0193,F,0.1987,-0.0466,0.003727
Doberman Pinscher,29,DP0194,F,0.3101,0.0004,-0.121383
Doberman Pinscher,29,DP0201,F,0.2267,0.0027,-0.079697
Doberman Pinscher,29,DP0202,F,0.257,0.0982,-0.09386
Doberman Pinscher,29,DP0204,F,0.1317,0.2085,0.015737
Doberman Pinscher,29,DP0213,M,0.1677,0.2227,-0.025055
Doberman Pinscher,29,DP0217,F,0.1987,0.1667,-0.077714
Doberman Pinscher,29,DP0219,F,0.1677,0.1529,-0.049736
Doberman Pinscher,29,DP0221,M,0.2366,-0.0259,-0.04074
Doberman Pinscher,29,DP0224,M,0.1275,0.2795,-0.020793
Doberman Pinscher,29,DP0226,F,0.3491,0.1205,-0.190886
Doberman Pinscher,29,DP0231,F,0.223,0.0033,-0.038914
Doberman Pinscher,29,DP0238,F,0.202,0.1496,-0.094219
Doberman Pinscher,29,DP0242,F,0.2366,0.1629,-0.069527
Doberman Pinscher,29,DP0253,M,0.3953,0.0818,-0.23562
Doberman Pinscher,29,DP0256,M,0.1555,0.2438,-0.060047
Doberman Pinscher,29,DP0257,F,0.2807,-0.1785,-0.052173
Doberman Pinscher,29,DP0264,M,0.3352,0.1731,-0.129411
Doberman Pinscher,29,DP0265,M,0.1507,0.0172,0.012341
Doberman Pinscher,29,DP0267,M,0.1848,0.008,-0.011421
Doberman Pinscher,29,DP0268,M,0.2156,0.265,-0.117838
Doberman Pinscher,29,DP0285,F,0.2193,0.0917,-0.054615
Doberman Pinscher,29,DP0286,M,0.3055,-0.0414,-0.053686
Doberman Pinscher,29,DP0287,M,0.2304,-0.0955,-0.024374
Doberman Pinscher,29,DP0289,M,0.2156,0.4349,-0.111446
Doberman Pinscher,29,DP0297,F,0.202,-0.1062,0.052919
Doberman Pinscher,29,DP0301,F,0.2944,-0.1572,-0.045932
Doberman Pinscher,29,DP0302,M,0.2674,0.0926,-0.113893
Doberman Pinscher,29,DP0312,M,0.1879,-0.0271,0.002788
Doberman Pinscher,29,DP0315,M,0.3239,0.1563,-0.151381
Doberman Pinscher,29,DP0316,M,0.1987,-0.1135,-0.018329
Doberman Pinscher,29,DP0324,F,0.1848,-0.1504,0.009594
Doberman Pinscher,29,DP0329,F,0.3207,-0.0972,-0.116757
Doberman Pinscher,29,DP0330,F,0.2341,-0.0563,-0.029719
Doberman Pinscher,29,DP0335,F,0.1275,0.0936,0.025856
Doberman Pinscher,29,DP0337,M,0.2807,-0.0458,-0.061938
Doberman Pinscher,29,DP0351,F,0.165,0.1481,-0.03055
Doberman Pinscher,29,DP0356,M,0.2325,0.1246,-0.02402
Doberman Pinscher,29,DP0365,M,0.3352,-0.0593,-0.084195
Doberman Pinscher,29,DP0366,F,0.1677,0.1952,-0.034679
Doberman Pinscher,29,DP0368,F,0.2585,-0.0774,-0.027927
Doberman Pinscher,29,DP0376,F,0.1623,0.1084,0.010756
Doberman Pinscher,29,DP0382,M,0.2054,-0.0087,-0.009841
Doberman Pinscher,29,DP0387,M,0.1818,0.064,-0.014501
Doberman Pinscher,29,DP0404,F,0.202,0.0123,-0.085937
Doberman Pinscher,29,DP0405,M,0.2366,0.2127,-0.103135
Doberman Pinscher,29,DP0406,F,0.1275,-0.115,0.128798
Doberman Pinscher,29,DP0410,M,0.1818,0.0161,0.028516
Doberman Pinscher,29,DP0412,F,0.1097,0.1683,0.02448
Doberman Pinscher,29,DP0420,F,0.2488,0.0272,-0.074205
Doberman Pinscher,29,DP0423,M,0.1596,0.0244,0.054333
Doberman Pinscher,29,DP0424,M,0.2193,0.263,-0.102622
Doberman Pinscher,29,DP0426,F,0.3491,0.0692,-0.148164
Doberman Pinscher,29,DP0436,M,0.1818,-0.1365,0.096037
Doberman Pinscher,29,DP0438,M,0.1848,-0.0843,-0.014652
Doberman Pinscher,29,DP0440,M,0.1705,0.0843,-0.05139
Doberman Pinscher,29,DP0445,F,0.2529,-0.0652,-0.01325
Doberman Pinscher,29,DP0454,M,0.2304,-0.1181,0.039551
Doberman Pinscher,29,DP0458,M,0.2629,-0.2076,0.013634
Doberman Pinscher,29,DP0459,F,0.2155,0.3436,-0.157865
Doberman Pinscher,29,DP0462,F,0.1848,-0.1828,0.055952
Doberman Pinscher,29,DP0469,M,0.3553,0.0917,-0.117438
Doberman Pinscher,29,DP0470,M,0.1115,0.1089,0.010666
Doberman Pinscher,29,DP0471,F,0.2407,0.0473,-0.064316
Doberman Pinscher,29,DP0474,F,0.1254,0.268,0.004713
Doberman Pinscher,29,DP0475,M,0.1296,0.1879,-0.039975
Doberman Pinscher,29,DP0485,F,0.1705,0.1709,-0.010826
Doberman Pinscher,29,DP0490,F,0.2088,-0.0446,0.035568
Doberman Pinscher,29,DP0496,M,0.4242,-0.0543,-0.164961
Doberman Pinscher,29,DP0498,M,0.1317,0.14,0.078158
Doberman Pinscher,29,DP0501,M,0.1483,0.2246,0.011218
Doberman Pinscher,29,DP0502,F,0.1788,0.1343,0.005605
Doberman Pinscher,29,DP0503,M,0.1953,-0.0376,-0.003124
Doberman Pinscher,29,DP0516,F,0.0939,0.5593,-0.112493
Doberman Pinscher,29,DP0520,F,0.165,-0.0543,0.054011
Doberman Pinscher,29,DP0537,F,0.165,0.3665,-0.081632
Doberman Pinscher,29,DP0538,M,0.2304,-0.1839,-0.033091
Doberman Pinscher,29,DP0541,M,0.2054,-0.1999,0.038684
Doberman Pinscher,29,DP0543,F,0.1879,0.2566,-0.066796
Doberman Pinscher,29,DP0545,M,0.3207,-0.0978,-0.119857
Doberman Pinscher,29,DP0546,M,0.2121,-0.0229,-0.005803
Doberman Pinscher,29,DP0556,F,0.1909,0.0159,0.020041
Doberman Pinscher,29,DP0562,F,0.2448,-0.0408,-0.054018
Doberman Pinscher,29,DP0563,M,0.1705,0.189,-0.02108
Doberman Pinscher,29,DP0564,F,0.1677,0.183,-0.020465
Doberman Pinscher,29,DP0567,M,0.2909,0.1604,-0.099003
Doberman Pinscher,29,DP0575,F,0.1788,-0.0077,0.039988
Doberman Pinscher,29,DP0578,F,0.254,0.0795,-0.089445
Doberman Pinscher,29,DP0587,F,0.1296,0.0891,0.050962
Doberman Pinscher,29,DP0599,M,0.1623,0.0891,0.030643
Doberman Pinscher,29,DP0605,M,0.2585,-0.2889,0.024387
Doberman Pinscher,29,DP0608,F,0.2407,0.0892,-0.146259
Doberman Pinscher,29,DP0609,M,0.1848,0.0156,-0.014163
Doberman Pinscher,29,DP0612,F,0.1296,-0.0229,0.045442
Doberman Pinscher,29,DP0614,F,0.1677,-0.0399,0.034187
Doberman Pinscher,29,DP0623,F,0.2121,0.016,-0.000451
Doberman Pinscher,29,DP0624,F,0.3614,-0.085,-0.128931
Doberman Pinscher,29,DP0625,F,0.1531,0.3409,-0.093691
Doberman Pinscher,29,DP0627,F,0.1275,0.1556,0.032205
Doberman Pinscher,29,DP0632,M,0.2407,0.0509,-0.055952
Doberman Pinscher,29,DP0634,M,0.1788,0.0478,-0.071818
Doberman Pinscher,29,DP0637,F,0.1623,-0.1678,0.081524
Doberman Pinscher,29,DP0638,F,0.1507,0.0711,0.022104
Doberman Pinscher,29,DP0647,M,0.2488,-0.0801,-0.040745
Doberman Pinscher,29,DP0650,M,0.1133,0.0503,0.082687
Doberman Pinscher,29,DP0654,F,0.0939,0.3015,-0.022309
Doberman Pinscher,29,DP0656,M,0.3295,0.2334,-0.137189
Doberman Pinscher,29,DP0658,M,0.2861,0.0235,-0.148802
Doberman Pinscher,29,DP0665,M,0.1818,-0.0895,0.030678
Doberman Pinscher,29,DP0668,M,0.1909,-0.0381,0.043949
Doberman Pinscher,29,DP0669,M,0.1788,-0.0912,0.009494
Doberman Pinscher,29,DP0671,M,0.202,-0.0604,0.021549
Doberman Pinscher,29,DP0673,M,0.1317,-0.0429,0.083148
Doberman Pinscher,29,DP0683,F,0.1483,-0.0318,0.078743
Doberman Pinscher,29,DP0687,M,0.1275,-0.0645,0.072916
Doberman Pinscher,29,DP0690,F,0.115,-0.0374,0.073243
Doberman Pinscher,29,DP0691,F,0.202,-0.0182,-0.003935
Doberman Pinscher,29,DP0692,M,0.1483,0.0769,-0.022309
Doberman Pinscher,29,DP0693,F,0.2081,0.2023,-0.04934
Doberman Pinscher,29,DP0694,M,0.1317,-0.265,0.148134
Doberman Pinscher,29,DP0701,F,0.2121,-0.2606,0.035341
Doberman Pinscher,29,DP0703,F,0.2121,0.0723,-0.038426
Doberman Pinscher,29,DP0707,M,0.1987,-0.1081,0.049396
Doberman Pinscher,29,DP0708,F,0.2267,0.0271,-0.025968
Doberman Pinscher,29,DP0709,M,0.2529,0.0625,-0.091181
Doberman Pinscher,29,DP0717,M,0.1459,0.0791,0.047552
Doberman Pinscher,29,DP0725,M,0.1879,0.0782,-0.026481
Doberman Pinscher,29,DP0732,F,0.165,0.2005,-0.034214
Doberman Pinscher,29,DP0735,M,0.2407,0.3115,-0.097627
Doberman Pinscher,29,DP0736,M,0.2488,-0.0284,-0.087706
Doberman Pinscher,29,DP0749,F,0.2529,-0.0352,-0.051281
Doberman Pinscher,29,DP0754,M,0.3049,-0.2527,-0.021052
Doberman Pinscher,29,DP0755,M,0.1705,-0.2912,0.075788
Doberman Pinscher,29,DP0769,M,0.1705,0.2435,-0.050099
Doberman Pinscher,29,DP0779,F,0.1879,-0.007,-0.025427
Doberman Pinscher,29,DP0783,M,0.2304,0.1461,-0.092475
Doberman Pinscher,29,DP0790,M,0.1296,0.0802,0.082701
Doberman Pinscher,29,DP0796,F,0.2088,0.0315,-0.049541
Doberman Pinscher,29,DP0803,M,0.3887,0.1434,-0.177447
Doberman Pinscher,29,DP0809,F,0.1732,0.2272,-0.012042
Doberman Pinscher,29,DP0811,M,0.1115,0.1649,-0.004598
Doberman Pinscher,29,DP0825,M,0.3125,-0.0208,-0.093398
Doberman Pinscher,29,DP0827,F,0.1909,0.1116,-0.005307
Doberman Pinscher,29,DP0831,M,0.1115,-0.0367,0.099807
Doberman Pinscher,29,DP0835,F,0.2304,-0.0203,-0.038848
Doberman Pinscher,29,DP0838,F,0.1848,0.2685,-0.071255
Doberman Pinscher,29,DP0843,F,0.2267,-0.2171,0.055058
Doberman Pinscher,29,DP0848,M,0.2674,0.1221,-0.112501
Doberman Pinscher,29,DP0850,F,0.1569,0.0651,0.034288
Doberman Pinscher,29,DP0857,F,0.2121,0.1233,-0.071629
Doberman Pinscher,29,DP0858,M,0.2812,0.0771,-0.157437
Doberman Pinscher,30,DP0001,M,0.1623,0.2878,-0.008843
Doberman Pinscher,30,DP0002,F,0.2764,-0.0321,-0.054668
Doberman Pinscher,30,DP0004,F,0.2764,-0.0108,-0.038873
Doberman Pinscher,30,DP0011,F,0.254,-0.0119,-0.045943
Doberman Pinscher,30,DP0013,F,0.1133,0.164,0.003312
Doberman Pinscher,30,DP0023,F,0.1623,0.2303,0.011871
Doberman Pinscher,30,DP0027,M,0.1569,0.1069,0.030147
Doberman Pinscher,30,DP0030,M,0.2944,-0.2008,-0.026934
Doberman Pinscher,30,DP0031,F,0.1459,-0.2786,0.178024
Doberman Pinscher,30,DP0034,F,0.2325,-0.0325,-0.016245
Doberman Pinscher,30,DP0043,M,0.202,0.1428,-0.040574
Doberman Pinscher,30,DP0053,M,0.2496,0.1495,-0.064079
Doberman Pinscher,30,DP0055,F,0.2496,0.2123,-0.170477
Doberman Pinscher,30,DP0060,F,0.3308,0.1492,-0.195497
Doberman Pinscher,30,DP0065,M,0.202,-0.1009,0.020012
Doberman Pinscher,30,DP0066,F,0.2325,0.0485,0.034416
Doberman Pinscher,30,DP0067,F,0.2044,0.1912,-0.011718
Doberman Pinscher,30,DP0068,F,0.3295,-0.0507,-0.139467
Doberman Pinscher,30,DP0075,F,0.2156,0.1129,-0.012092
Doberman Pinscher,30,DP0082,M,0.1758,0.0403,0.010649
Doberman Pinscher,30,DP0086,F,0.1919,0.2176,-0.0427
Doberman Pinscher,30,DP0093,M,0.1818,0.1105,0.003039
Doberman Pinscher,30,DP0107,M,0.1788,0.3858,-0.08593
Doberman Pinscher,30,DP0108,F,0.2325,0.2127,-0.100573
Doberman Pinscher,30,DP0110,F,0.254,-0.0226,-0.023119
Doberman Pinscher,30,DP0121,F,0.3185,-0.0149,-0.115671
Doberman Pinscher,30,DP0130,M,0.2366,0.0698,-0.017746
Doberman Pinscher,30,DP0134,F,0.1788,-0.0473,0.041876
Doberman Pinscher,30,DP0136,F,0.1115,0.0731,0.086616
Doberman Pinscher,30,DP0144,M,0.3049,0.2037,-0.116718
Doberman Pinscher,30,DP0145,M,0.223,-0.211,0.024278
Doberman Pinscher,30,DP0146,M,0.202,0.2144,-0.104353
Doberman Pinscher,30,DP0148,M,0.3068,0.1848,-0.156089
Doberman Pinscher,30,DP0156,F,0.3049,-0.032,-0.098936
Doberman Pinscher,30,DP0157,F,0.1788,0.0631,-0.010784
Doberman Pinscher,30,DP0161,F,0.3491,0.0136,-0.142223
Doberman Pinscher,30,DP0164,F,0.2715,0.0455,-0.140197
Doberman Pinscher,30,DP0165,F,0.223,-0.1042,0.04251
Doberman Pinscher,30,DP0167,F,0.3068,-0.1985,-0.075534
Doberman Pinscher,30,DP0171,M,0.3239,-0.1465,-0.097415
Doberman Pinscher,30,DP0172,F,0.254,-0.1525,0.044745
Doberman Pinscher,30,DP0176,F,0.2629,0.2149,-0.098524
Doberman Pinscher,30,DP0180,F,0.1727,0.3127,-0.057828
Doberman Pinscher,30,DP0184,M,0.1919,0.1953,-0.064587
Doberman Pinscher,30,DP0188,M,0.1296,0.0241,0.085648
Doberman Pinscher,30,DP0189,F,0.2944,0.0704,-0.161072
Doberman Pinscher,30,DP0196,F,0.2088,-0.1912,0.038546
Doberman Pinscher,30,DP0198,F,0.2585,-0.0475,-0.034377
Doberman Pinscher,30,DP0203,M,0.1987,0.31,-0.075583
Doberman Pinscher,30,DP0208,F,0.2496,-0.0088,-0.062707
Doberman Pinscher,30,DP0213,M,0.2156,0.2361,-0.053937
Doberman Pinscher,30,DP0218,F,0.3049,0.3029,-0.161802
Doberman Pinscher,30,DP0219,F,0.1677,0.1512,-0.039003
Doberman Pinscher,30,DP0220,M,0.254,-0.0964,-0.007742
Doberman Pinscher,30,DP0222,F,0.2054,0.1095,-0.039106
Doberman Pinscher,30,DP0225,F,0.2118,0.0714,-0.020907
Doberman Pinscher,30,DP0232,M,0.2891,-0.047,-0.050547
Doberman Pinscher,30,DP0234,F,0.2944,0.1576,-0.103497
Doberman Pinscher,30,DP0240,F,0.1531,-0.1016,0.056411
Doberman Pinscher,30,DP0249,M,0.2081,-0.2219,0.092399
Doberman Pinscher,30,DP0258,M,0.2629,0.0147,-0.068043
Doberman Pinscher,30,DP0259,M,0.3049,-0.0699,-0.066152
Doberman Pinscher,30,DP0261,F,0.2786,0.1914,-0.144237
Doberman Pinscher,30,DP0266,M,0.2156,0.2462,-0.086419
Doberman Pinscher,30,DP0274,M,0.2944,-0.0639,-0.086366
Doberman Pinscher,30,DP0275,F,0.1758,0.0023,0.058361
Doberman Pinscher,30,DP0277,M,0.343,-0.2378,-0.040266
Doberman Pinscher,30,DP0279,M,0.254,-0.0176,-0.011776
Doberman Pinscher,30,DP0282,M,0.3369,-0.0064,-0.096899
Doberman Pinscher,30,DP0284,F,0.1569,0.1885,-0.0249
Doberman Pinscher,30,DP0292,M,0.2996,0.0167,-0.033233
Doberman Pinscher,30,DP0295,M,0.3049,-0.1155,-0.12356
Doberman Pinscher,30,DP0298,M,0.2585,-0.2496,0.005439
Doberman Pinscher,30,DP0299,F,0.2812,-0.2779,0.072565
Doberman Pinscher,30,DP0300,M,0.2521,-0.1788,-0.006389
Doberman Pinscher,30,DP0301,F,0.2891,-0.1676,-0.032362
Doberman Pinscher,30,DP0312,M,0.2407,-0.0227,0.001034
Doberman Pinscher,30,DP0315,M,0.3182,0.1494,-0.140841
Doberman Pinscher,30,DP0320,F,0.1919,0.1842,-0.027447
Doberman Pinscher,30,DP0322,M,0.1705,-0.0526,0.05772
Doberman Pinscher,30,DP0337,M,0.3239,-0.0395,-0.074215
Doberman Pinscher,30,DP0338,F,0.2715,0.08,-0.036032
Doberman Pinscher,30,DP0340,M,0.0955,0.1827,0.06697
Doberman Pinscher,30,DP0342,F,0.1079,0.0519,0.108024
Doberman Pinscher,30,DP0347,F,0.1919,-0.2435,0.124645
Doberman Pinscher,30,DP0348,M,0.1848,-0.0865,0.043737
Doberman Pinscher,30,DP0350,F,0.3818,0.2411,-0.277816
Doberman Pinscher,30,DP0353,M,0.2054,-0.02,-0.009113
Doberman Pinscher,30,DP0363,M,0.2366,0.2779,-0.12479
Doberman Pinscher,30,DP0366,F,0.2284,0.2051,-0.057211
Doberman Pinscher,30,DP0371,M,0.3049,-0.1796,-0.014907
Doberman Pinscher,30,DP0372,M,0.254,-0.1145,0.017905
Doberman Pinscher,30,DP0374,M,0.2667,0.0213,-0.080326
Doberman Pinscher,30,DP0375,M,0.1758,0.1446,-0.021514
Doberman Pinscher,30,DP0377,F,0.2156,0.0177,-0.014894
Doberman Pinscher,30,DP0382,M,0.2407,0.0019,-0.028049
Doberman Pinscher,30,DP0384,F,0.2496,0.5176,-0.188029
Doberman Pinscher,30,DP0394,M,0.1987,-0.0872,0.069718
Doberman Pinscher,30,DP0396,F,0.5174,-0.2173,-0.245267
Doberman Pinscher,30,DP0400,M,0.1953,0.2546,-0.042012
Doberman Pinscher,30,DP0403,M,0.202,-0.181,0.025006
Doberman Pinscher,30,DP0406,F,0.1411,-0.1155,0.136199
Doberman Pinscher,30,DP0410,M,0.2081,0.0093,0.042109
Doberman Pinscher,30,DP0423,M,0.1435,0.0164,0.07549
Doberman Pinscher,30,DP0432,F,0.1919,0.1456,-0.037789
Doberman Pinscher,30,DP0440,M,0.1879,0.0814,-0.037811
Doberman Pinscher,30,DP0441,M,0.2244,-0.0153,-0.010431
Doberman Pinscher,30,DP0444,M,0.2839,0.2316,-0.114938
Doberman Pinscher,30,DP0445,F,0.2585,-0.0624,-0.022652
Doberman Pinscher,30,DP0446,F,0.2861,0.0749,-0.070728
Doberman Pinscher,30,DP0452,F,0.2406,-0.0024,-0.037477
Doberman Pinscher,30,DP0459,F,0.2341,0.3333,-0.133724
Doberman Pinscher,30,DP0469,M,0.3491,0.0934,-0.125276
Doberman Pinscher,30,DP0471,F,0.254,0.0444,-0.058369
Doberman Pinscher,30,DP0479,M,0.1569,-0.1877,0.113514
Doberman Pinscher,30,DP0485,F,0.2054,0.1805,-0.030003
Doberman Pinscher,30,DP0486,F,0.2448,0.1238,-0.073598
Doberman Pinscher,30,DP0490,F,0.2054,-0.0439,0.035975
Doberman Pinscher,30,DP0491,M,0.3614,-0.092,-0.127632
Doberman Pinscher,30,DP0494,F,0.2718,0.1495,-0.124737
Doberman Pinscher,30,DP0497,M,0.1987,-0.1384,0.036488
